airmen,	2
Artist,	2
Auto Mechanic	2
bank,	2
Bank, Clerk	2
Bar tender	2
Bellhop Clerk	2
blank,	2
boilermaker	2
book keeper	2
book keeping	2
bookkeeper	2
broadcaster	2
builder	2
Butler,	2
Cannery Worker	2
Cartsmith	2
Cattleman,	2
chef,	2
Cone Maker,	2
constructer	2
cooper	2
Cropper	2
Dairy Labor	2
Delivery	2
die maker	2
Ditch Digger	2
Dockworker	2
Doctor,	2
Dressman	2
Drummer,	2
Elevator	2
enameler	2
Engineer, Wife	2
Engraver	2
Expressmaid	2
Factory	2
Factory Worker	2
Farm Labor, Wife	2
farmer, Wife	2
farmer'S Wife	2
Farming hand	2
Farming Hand	2
Farming, wife	2
Farmwife at home	2
farmwife laborer	2
Field Laborer	2
Foreman,	2
Fruit Grower	2
garments	2
Gas-Piper	2
Going To school	2
Grocer'S Wife	2
grocery Clerk	2
hammer	2
Hammermen Wife	2
Hammermen, wife	2
Hat Maker	2
Home Keeping	2
home Wife	2
homer	2
homewife	2
Horse Nurse	2
House	2
House Labor	2
Housewife,	2
ice cream	2
In, school	2
In, School	2
Insurance Salesperson	2
Insurance Wife	2
Insurance,	2
Insurance, Agent	2
Account Clerk	1
Actor boy	1
Advertising,	1
Air Man	1
airman,	1
Airplane Mechanic	1
Assembly,	1
at Home	1
At home	1
Attorney school	1
auto Mechanic	1
Auto mechanic	1
automobile mechanic,	1
Automobile School	1
bar tender, R. R.	1
Barber,	1
Bellhop Silversmith	1
Boiler Maker	1
bricklayer	1
captain	1
Carrier,	1
Chef.	1
city planner	1
civil engineer	1
clothing store	1
Coal dealer	1
Coal mine	1
cobbler	1
Commerce,	1
common Laborer	1
common laborer,	1
constable	1
cranemen	1
dairyman	1
detective	1
dish washer	1
Dish washer	1
Dressmen	1
Elevator boy	1
factory	1
Factory Boy	1
factory girl	1
farm Labor	1
farm Laborer	1
Farm Man,	1
Farm Overseer	1
Farm Wife At Home	1
Farm work	1
farmer Hand	1
farmer hand	1
Farmer laborer	1
farmer, wife	1
Farmer,wife	1
farming Wife	1
farming wife	1
Farming wife at home	1
Farming with Parents	1
farming,	1
Farming,	1
Farming, at home	1
farmman	1
Farmwife laborer	1
farmwife,	1
farmwright	1
farrier,	1
field laborer	1
fireman,,	1
fisher	1
fruit Growers	1
Glazier,	1
goes to School	1
goes to school	1
hairdressor,	1
hammerman	1
Hammerman	1
Hammermason	1
hammermen Wife	1
hardware merchant	1
Hardware merchant	1
home keeper	1
Home keeper	1
home Labor	1
home Laborer	1
Home Laborer	1
home wife	1
home,	1
home, Wife	1
Homekeeping	1
Homemaker,	1
horse doctor	1
Hotel keeper	1
house keeper,	1
house Keeping	1
House,	1
ice cream,	1
Ice Cream,	1
insurance, Agent	1
Insurance, agent	1
